week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,n_fail_warm_start,n_fail_out_of_box,n_fail_clean_in_box,n_warm_starts,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd,source,scale
w03-jan-scarcity,2024-01-14,8,B4,320.4910090448665,3.4906247668015498,427.53130543631335,0.0,6.797045569664265,-430.83772623917605,0.0,,0,0,0,0,0,0,0.0,20,0,0,4.692543901357283,-0.8407483740956536,borg,0.5
w03-jan-scarcity,2024-01-14,8,B5,200.0,2.094,0.0,0.0,0.0,-6.125178082191782,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-6.125178082191782,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,8,B6,300.0,4.088,0.0,0.0,0.0,4.088,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,4.088,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,9,B1,0.0,0.0,427.74626331085267,0.0,6.304380812359753,-434.0506441232124,0.0,,0,0,0,0,0,0,0.0,20,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,9,B2,517.520285267172,6.955472633990791,427.4653875919594,0.04055521223873168,37.94791429642722,-458.4983844666346,1.5189218066940704,0.9882600017820757,1,1,0,0,0,1,0.600378097060883,20,0,1,-24.447740343422197,-0.2808757188932418,borg,0.5
w03-jan-scarcity,2024-01-14,9,B3,328.2140509913286,3.5355321645762525,427.021023207677,0.0,15.771964258501988,-439.25745530160276,0.0,1.0,1,0,0,0,0,0,0.0,18,0,0,-5.206811178390353,-0.725240103175679,borg,0.5
w03-jan-scarcity,2024-01-14,9,B4,320.4910090448665,3.4906247668015498,426.90292107923676,0.0,16.319928950923547,-439.73222526335877,0.0,1.0,1,0,0,0,0,0,0.0,18,0,0,-5.681581140146363,-0.8433422316159067,borg,0.5
w03-jan-scarcity,2024-01-14,9,B5,200.0,2.094,2.4202083333333335,0.0,0.0,-8.545386415525115,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.545386415525115,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,9,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,10,B1,0.0,0.0,427.7340743432148,0.0,6.781398545439846,-434.51547288865464,0.0,,0,0,0,0,0,0,0.0,22,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,10,B2,517.520285267172,6.955472633990791,427.0847604429889,0.0,6.624190804048787,-426.7534786130469,0.0,,0,0,0,0,0,0,0.0,21,0,0,7.761994275607719,-0.6493139002258772,borg,0.5
w03-jan-scarcity,2024-01-14,10,B3,328.2140509913286,3.5355321645762525,427.02671586590077,0.0,6.592493606462203,-430.08367730778673,0.0,,0,0,0,0,0,0,0.0,20,0,0,4.431795580867913,-0.7073584773140169,borg,0.5
w03-jan-scarcity,2024-01-14,10,B4,320.4910090448665,3.4906247668015498,426.89425024238363,0.0,6.696086964504825,-430.09971244008693,0.0,,0,0,0,0,0,0,0.0,20,0,0,4.41576044856771,-0.8398241008311516,borg,0.5
w03-jan-scarcity,2024-01-14,10,B5,200.0,2.094,0.0,0.0,0.0,-6.125178082191782,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-6.125178082191782,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,10,B6,300.0,4.088,0.0,0.0,0.0,4.088,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,4.088,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,11,B1,0.0,0.0,429.34419483613516,0.0,9.625335631994886,-438.9695304681301,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,11,B2,517.520285267172,6.955472633990791,428.1803711446466,0.038567154570909076,43.608911990269824,-464.8723776554965,1.425245919102331,0.9889840382324991,1,1,0,0,0,1,3.4110167947402914,21,0,1,-25.902847187366433,-1.1638236914885738,borg,0.5
w03-jan-scarcity,2024-01-14,11,B3,328.2140509913286,3.5355321645762525,426.03848732036914,0.0,26.843240927092648,-449.34619608288557,0.0,1.0,2,0,0,0,0,1,0.0,19,0,1,-10.376665614755495,-3.3057075157660165,borg,0.5
